Id,ActivityDay,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance.x,ModeratelyActiveDistance.x,LightActiveDistance.x,SedentaryActiveDistance.x,VeryActiveMinutes.x,FairlyActiveMinutes.x,LightlyActiveMinutes.x,SedentaryMinutes.x,Calories.x,Calories.y,SedentaryMinutes.y,LightlyActiveMinutes.y,FairlyActiveMinutes.y,VeryActiveMinutes.y,SedentaryActiveDistance.y,LightActiveDistance.y,ModeratelyActiveDistance.y,VeryActiveDistance.y,StepTotal,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed
1503960366,4/12/2016,13162,8.5,8.5,0,1.87999999523163,0.550000011920929,6.05999994277954,0,25,13,328,728,1985,1985,728,328,13,25,0,6.05999994277954,0.550000011920929,1.87999999523163,13162,1,327,346
1503960366,4/13/2016,10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,1797,776,217,19,21,0,4.71000003814697,0.689999997615814,1.57000005245209,10735,2,384,407
1503960366,4/14/2016,10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,1776,1218,181,11,30,0,3.91000008583069,0.400000005960464,2.44000005722046,10460,NA,NA,NA
1503960366,4/15/2016,9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,1745,726,209,34,29,0,2.82999992370605,1.25999999046326,2.14000010490417,9762,1,412,442
1503960366,4/16/2016,12669,8.15999984741211,8.15999984741211,0,2.71000003814697,0.409999996423721,5.03999996185303,0,36,10,221,773,1863,1863,773,221,10,36,0,5.03999996185303,0.409999996423721,2.71000003814697,12669,2,340,367
1503960366,4/17/2016,9705,6.48000001907349,6.48000001907349,0,3.19000005722046,0.779999971389771,2.50999999046326,0,38,20,164,539,1728,1728,539,164,20,38,0,2.50999999046326,0.779999971389771,3.19000005722046,9705,1,700,712
1503960366,4/18/2016,13019,8.59000015258789,8.59000015258789,0,3.25,0.639999985694885,4.71000003814697,0,42,16,233,1149,1921,1921,1149,233,16,42,0,4.71000003814697,0.639999985694885,3.25,13019,NA,NA,NA
1503960366,4/19/2016,15506,9.88000011444092,9.88000011444092,0,3.52999997138977,1.32000005245209,5.03000020980835,0,50,31,264,775,2035,2035,775,264,31,50,0,5.03000020980835,1.32000005245209,3.52999997138977,15506,1,304,320
1503960366,4/20/2016,10544,6.67999982833862,6.67999982833862,0,1.96000003814697,0.479999989271164,4.23999977111816,0,28,12,205,818,1786,1786,818,205,12,28,0,4.23999977111816,0.479999989271164,1.96000003814697,10544,1,360,377
1503960366,4/21/2016,9819,6.34000015258789,6.34000015258789,0,1.3400000333786,0.349999994039536,4.65000009536743,0,19,8,211,838,1775,1775,838,211,8,19,0,4.65000009536743,0.349999994039536,1.3400000333786,9819,1,325,364
1503960366,4/22/2016,12764,8.13000011444092,8.13000011444092,0,4.76000022888184,1.12000000476837,2.24000000953674,0,66,27,130,1217,1827,1827,1217,130,27,66,0,2.24000000953674,1.12000000476837,4.76000022888184,12764,NA,NA,NA
1503960366,4/23/2016,14371,9.03999996185303,9.03999996185303,0,2.80999994277954,0.870000004768372,5.3600001335144,0,41,21,262,732,1949,1949,732,262,21,41,0,5.3600001335144,0.870000004768372,2.80999994277954,14371,1,361,384
1503960366,4/24/2016,10039,6.40999984741211,6.40999984741211,0,2.92000007629395,0.209999993443489,3.27999997138977,0,39,5,238,709,1788,1788,709,238,5,39,0,3.27999997138977,0.209999993443489,2.92000007629395,10039,1,430,449
1503960366,4/25/2016,15355,9.80000019073486,9.80000019073486,0,5.28999996185303,0.569999992847443,3.94000005722046,0,73,14,216,814,2013,2013,814,216,14,73,0,3.94000005722046,0.569999992847443,5.28999996185303,15355,1,277,323
1503960366,4/26/2016,13755,8.78999996185303,8.78999996185303,0,2.32999992370605,0.920000016689301,5.53999996185303,0,31,23,279,833,1970,1970,833,279,23,31,0,5.53999996185303,0.920000016689301,2.32999992370605,13755,1,245,274
1503960366,4/27/2016,18134,12.210000038147,12.210000038147,0,6.40000009536743,0.409999996423721,5.40999984741211,0,78,11,243,1108,2159,2159,1108,243,11,78,0,5.40999984741211,0.409999996423721,6.40000009536743,18134,NA,NA,NA
1503960366,4/28/2016,13154,8.52999973297119,8.52999973297119,0,3.53999996185303,1.1599999666214,3.78999996185303,0,48,28,189,782,1898,1898,782,189,28,48,0,3.78999996185303,1.1599999666214,3.53999996185303,13154,1,366,393
1503960366,4/29/2016,11181,7.15000009536743,7.15000009536743,0,1.05999994277954,0.5,5.57999992370605,0,16,12,243,815,1837,1837,815,243,12,16,0,5.57999992370605,0.5,1.05999994277954,11181,1,341,354
1503960366,4/30/2016,14673,9.25,9.25,0,3.55999994277954,1.41999995708466,4.26999998092651,0,52,34,217,712,1947,1947,712,217,34,52,0,4.26999998092651,1.41999995708466,3.55999994277954,14673,1,404,425
1503960366,5/1/2016,10602,6.80999994277954,6.80999994277954,0,2.28999996185303,1.60000002384186,2.92000007629395,0,33,35,246,730,1820,1820,730,246,35,33,0,2.92000007629395,1.60000002384186,2.28999996185303,10602,NA,NA,NA
1503960366,5/10/2016,12207,7.76999998092651,7.76999998092651,0,3.34999990463257,1.1599999666214,3.25999999046326,0,46,31,214,746,1859,1859,746,214,31,46,0,3.25999999046326,1.1599999666214,3.34999990463257,12207,1,383,403
1503960366,5/11/2016,12770,8.13000011444092,8.13000011444092,0,2.55999994277954,1.00999999046326,4.55000019073486,0,36,23,251,669,1783,1783,669,251,23,36,0,4.55000019073486,1.00999999046326,2.55999994277954,12770,1,285,306
1503960366,5/12/2016,0,0,0,0,0,0,0,0,0,0,0,1440,0,0,1440,0,0,0,0,0,0,0,0,NA,NA,NA
1503960366,5/2/2016,14727,9.71000003814697,9.71000003814697,0,3.21000003814697,0.569999992847443,5.92000007629395,0,41,15,277,798,2004,2004,798,277,15,41,0,5.92000007629395,0.569999992847443,3.21000003814697,14727,NA,NA,NA
1503960366,5/3/2016,15103,9.65999984741211,9.65999984741211,0,3.73000001907349,1.04999995231628,4.88000011444092,0,50,24,254,816,1990,1990,816,254,24,50,0,4.88000011444092,1.04999995231628,3.73000001907349,15103,NA,NA,NA
1503960366,5/4/2016,11100,7.15000009536743,7.15000009536743,0,2.46000003814697,0.870000004768372,3.8199999332428,0,36,22,203,1179,1819,1819,1179,203,22,36,0,3.8199999332428,0.870000004768372,2.46000003814697,11100,NA,NA,NA
1503960366,5/5/2016,14070,8.89999961853027,8.89999961853027,0,2.92000007629395,1.08000004291534,4.88000011444092,0,45,24,250,857,1959,1959,857,250,24,45,0,4.88000011444092,1.08000004291534,2.92000007629395,14070,NA,NA,NA
1503960366,5/6/2016,12159,8.02999973297119,8.02999973297119,0,1.97000002861023,0.25,5.80999994277954,0,24,6,289,754,1896,1896,754,289,6,24,0,5.80999994277954,0.25,1.97000002861023,12159,NA,NA,NA
1503960366,5/7/2016,11992,7.71000003814697,7.71000003814697,0,2.46000003814697,2.11999988555908,3.13000011444092,0,37,46,175,833,1821,1821,833,175,46,37,0,3.13000011444092,2.11999988555908,2.46000003814697,11992,NA,NA,NA
1503960366,5/8/2016,10060,6.57999992370605,6.57999992370605,0,3.52999997138977,0.319999992847443,2.73000001907349,0,44,8,203,574,1740,1740,574,203,8,44,0,2.73000001907349,0.319999992847443,3.52999997138977,10060,NA,NA,NA
